id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
g__Caldivirga;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.478578	1	0.478578	1	0.478578	0.5	0.073028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Caloramator;	0.333333	0.242291	0.333333	0.242291	0.333333	0.231438	0.3125	0.221884	0.291667	0.236571	0.895833	0.655387	0.958333	0.7543	0.979167	0.778867	0.916667	0.720829	0.875	0.702045	0.770833	0.621389	0.895833	0.695939	0.958333	0.758134	0.9375	0.748904	0.958333	0.765802	0.9375	0.752738	0.833333	0.668248	0.9375	0.719713	0.979167	0.753509	0.958333	0.758966	0.8125	0.618325	0.854167	0.667133	0.916667	0.725171	0.958333	0.7628	0.958333	0.777304	0.854167	0.674477	0.916667	0.743509	0.916667	0.717319	0.9375	0.749228	0.916667	0.743509	0.895833	0.72661	0.541667	0.432003
g__Caloranaerobacter;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0	0	0.25	0.202775	1	0.719085	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325	0.75	0.608325	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.25	0.202775
g__Calothrix;	0.25	0.169523	0.25	0.202775	0.2	0.16222	0.2	0.16222	0.2	0.16222	0.9	0.26446	0.95	0.799124	0.9	0.78666	0.95	0.773515	0.75	0.65555	0.6	0.533885	0.8	0.616553	0.95	0.827215	1	0.86777	0.85	0.73666	0.9	0.777215	0.9	0.777215	0	0	0	0	0	0	0	0	0	0	0.85	0.684761	0.95	0.775316	0.95	0.827215	0.85	0.684761	0.85	0.746105	0.85	0.576241	0.95	0.716456	0.9	0.777215	0.85	0.746105	0.55	0.49333
g__Calycanthus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Camelimonas;	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
g__Caminibacter;	0.0625	0.050694	0.125	0.101388	0.125	0.101388	0.0625	0.050694	0.125	0.101388	1	0.788096	1	0.8111	0.9375	0.760406	0.9375	0.760406	0.8125	0.659019	0	0	1	0.8111	1	0.8111	1	0.8111	0.9375	0.760406	0	0	0.6875	0.557631	0.875	0.709713	0.9375	0.760406	0.9375	0.760406	0	0	0.875	0.709713	0	0	0	0	0	0	0	0	0	0	0.8125	0.659019	0.9375	0.760406	0.9375	0.760406	0.875	0.709713	0.1875	0.152081
g__Caminicella;	0.545455	0.442419	0.545455	0.442419	0.545455	0.442419	0.454545	0.368681	0.272727	0.221209	0.909091	0.543684	0.909091	0.737364	0.909091	0.737364	0.727273	0.589891	0.727273	0.589891	0.636364	0.516155	0.818182	0.663627	0.818182	0.663627	0.818182	0.663627	0.454545	0.368681	0.818182	0.663627	0.636364	0.516155	0.636364	0.516155	0.727273	0.589891	0.727273	0.589891	0.636364	0.516155	0.727273	0.589891	0.909091	0.737364	1	0.8111	0.909091	0.737364	0.909091	0.737364	1	0.8111	1	0.79437	1	0.8111	1	0.8111	1	0.8111	0.636364	0.516155
g__Campylobacter;	0.279279	0.206742	0.288288	0.213137	0.288288	0.237725	0.27027	0.22455	0.252252	0.206795	0.900901	0.680298	0.954955	0.777213	0.972973	0.814705	0.864865	0.708528	0.837838	0.701694	0.009009	0.009009	0.837838	0.688079	0.918919	0.760652	0.882883	0.73823	0.801802	0.670763	0.009009	0.009009	0	0	0.846847	0.684097	0.855856	0.701123	0.855856	0.712905	0.009009	0.009009	0	0	0	0	0	0	0	0	0	0	0	0	0.927928	0.745748	0.954955	0.78402	0.954955	0.787424	0.828829	0.683422	0.324324	0.262077
g__Candidatus_Accumulibacter;	0.684211	0.383539	0.684211	0.49895	0.684211	0.528007	0.631579	0.512274	0.631579	0.512274	0.842105	0.54743	0.947368	0.758724	0.947368	0.76841	0.842105	0.673345	0.947368	0.76841	0.526316	0.426895	0.894737	0.689079	0.947368	0.741454	0.947368	0.76841	0.947368	0.76841	0.894737	0.725721	0.842105	0.683031	0.894737	0.690719	1	0.776098	0.947368	0.749038	0.947368	0.733408	1	0.791728	0.052632	0.04269	0.052632	0.04269	0.052632	0.04269	0.052632	0.04269	0.052632	0.04269	0.894737	0.430739	1	0.577615	0.947368	0.623942	0.789474	0.495875	0.842105	0.54825
g__Candidatus_Acetothermum;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0.333333	0.270366	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Aciduliprofundum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Actinomarina;	0.5	0.304163	0.625	0.506938	0.5	0.40555	0	0	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	0.875	0.709713	0.625	0.506938	0.875	0.709713	1	0.8111	0.875	0.709713	1	0.8111	0.75	0.608325	1	0.8111	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.125	0.101388	0.125	0.101388	0.125	0.101388	0.125	0.101388	0	0	0.875	0.709713	1	0.8111	1	0.8111	0.5	0.40555	0.5	0.40555
g__Candidatus_Alysiosphaera;	0.275862	0.230265	0.310345	0.258235	0.310345	0.258235	0.310345	0.258235	0.310345	0.258235	0.896552	0.701978	0.931034	0.761675	0.896552	0.733707	0.862069	0.705738	0.724138	0.593862	0.655172	0.537924	0.965517	0.789644	0.965517	0.789644	0.965517	0.789644	0.827586	0.677769	0.931034	0.761675	0.793103	0.6498	0.793103	0.6498	0.827586	0.677769	0.827586	0.677769	0.758621	0.621831	0.793103	0.6498	0.034483	0.027969	0.068966	0.055938	0.068966	0.055938	0.034483	0.027969	0.068966	0.055938	0.896552	0.733707	0.965517	0.77749	0.965517	0.789644	0.724138	0.593862	0.551724	0.454017
g__Candidatus_Amoebophilus;	0.428571	0.321324	0.428571	0.347614	0.285714	0.231743	0.428571	0.347614	0.142857	0.115871	0.714286	0.579357	0.714286	0.579357	0.857143	0.695229	0.714286	0.579357	0.285714	0.231743	0.428571	0.347614	0.857143	0.695229	1	0.8111	1	0.8111	0.285714	0.231743	0.857143	0.695229	0.714286	0.579357	0.285714	0.231743	0.285714	0.231743	0.285714	0.231743	0.142857	0.115871	0.142857	0.115871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Amphibiichlamydia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
g__Candidatus_Anadelfobacter;	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
g__Candidatus_Anammoximicrobium;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0	0	0.25	0.202775	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Ancillula;	0.166667	0.135184	0.166667	0.135184	0.166667	0.135184	0.166667	0.135184	0.166667	0.135184	0.833333	0.617169	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.5	0.40555	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	1	0.8111	0.833333	0.675916	0.833333	0.675916	1	0.8111	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.666667	0.540734	0.666667	0.540734	0.5	0.40555	0.666667	0.540734	0.666667	0.540734	0.5	0.40555	0	0
g__Candidatus_Aquiluna;	0.666667	0.542357	0.833333	0.833333	0.833333	0.833333	0.666667	0.666667	0.5	0.5	0.833333	0.522557	1	0.689224	1	0.968517	0.833333	0.584712	0.833333	0.80185	0.666667	0.666667	0.666667	0.604512	0.833333	0.80185	0.666667	0.635184	0.833333	0.80185	0.833333	0.80185	0.666667	0.635184	0.833333	0.738883	0.833333	0.685005	0.833333	0.80185	0.833333	0.685005	0.833333	0.80185	0.833333	0.739695	0.833333	0.739695	0.833333	0.80185	0.833333	0.739695	0.833333	0.80185	1	0.627069	0.833333	0.584712	0.666667	0.635184	1	0.937033	0.333333	0.333333
g__Candidatus_Arthromitus;	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.857143	0.644874	1	0.8111	1	0.8111	0.571429	0.463486	1	0.8111	0.714286	0.579357	0.571429	0.463486	0.571429	0.463486	0.571429	0.463486	0.571429	0.463486	0.571429	0.463486	0.571429	0.463486	1	0.8111	1	0.8111	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.428571	0.347614	0.714286	0.529002	0.714286	0.529002	0.571429	0.463486	0.571429	0.413131	1	0.760745	1	0.760745	1	0.8111	0.857143	0.544164	0.285714	0.231743
g__Candidatus_Atelocyanobacterium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Azobacteroides;	0.075269	0.061051	0.075269	0.061051	0.075269	0.061051	0.053763	0.043607	0.053763	0.043607	0.860215	0.689972	0.956989	0.776214	0.946237	0.767493	0.903226	0.732607	0.892473	0.723885	0.526882	0.427354	0.913978	0.741328	0.967742	0.784936	0.935484	0.758771	0.956989	0.776214	0.935484	0.758771	0.817204	0.662834	0.892473	0.723885	0.967742	0.784936	0.967742	0.784936	0.806452	0.654113	0.935484	0.758771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Bacilloplasma;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325	0.75	0.608325	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325
g__Candidatus_Benitsuchiphilus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Blochmannia;	0.066667	0.054074	0.066667	0.054074	0.066667	0.054074	0	0	0	0	0.866667	0.715547	0.933333	0.782213	0.866667	0.715547	0.866667	0.728141	0.866667	0.728141	0.466667	0.378514	0.866667	0.715871	0.933333	0.782213	0.933333	0.782213	0.8	0.674066	0.866667	0.728141	0.8	0.674066	1	0.836287	1	0.836287	0.933333	0.76962	1	0.836287	0.933333	0.782213	0	0	0	0	0	0	0	0	0	0	0.866667	0.728141	0.933333	0.782213	0.8	0.674066	0.866667	0.728141	0.133333	0.108146
g__Candidatus_Branchiomonas;	0.45	0.364995	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.4	0.32444	0.85	0.333106	0.85	0.69888	0.85	0.69888	0.85	0.69888	0.5	0.414995	0.55	0.45555	0.9	0.739435	0.95	0.77999	0.85	0.69888	0.5	0.414995	0.95	0.77999	0.7	0.577215	0.6	0.496105	0.65	0.53666	0.6	0.496105	0.55	0.446105	0.65	0.53666	0.05	0.040555	0.05	0.040555	0.05	0.040555	0.05	0.040555	0.05	0.040555	1	0.820545	1	0.820545	1	0.820545	0.9	0.739435	0.65	0.527215
g__Candidatus_Brocadia;	0	0	0	0	0	0	0	0	0	0	0.909091	0.737364	1	0.8111	1	0.8111	0.727273	0.589891	0.909091	0.737364	0	0	0.727273	0.589891	0.727273	0.589891	0.727273	0.589891	0.727273	0.589891	0	0	0.363636	0.294945	0.909091	0.737364	0.909091	0.737364	0.818182	0.663627	0	0	0.818182	0.663627	0.909091	0.720634	0.909091	0.720634	0.909091	0.720634	0.909091	0.720634	0.909091	0.720634	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Brownia;	0	0	0	0	0	0	0	0	0	0	1	0.937033	1	0.937033	1	0.937033	1	0.937033	1	0.937033	0.333333	0.333333	1	0.874067	1	0.937033	1	0.937033	1	0.937033	0.666667	0.6037	0.666667	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Caldiarchaeum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	0	0	1	0.8111	1	0.8111	0.5	0.40555	0.5	0.40555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Captivus;	0.425532	0.331911	0.425532	0.331911	0.425532	0.349168	0.382979	0.314653	0.425532	0.349168	0.765957	0.542211	0.787234	0.642544	0.851064	0.694317	0.808511	0.659802	0.765957	0.621268	0.680851	0.556257	0.893617	0.728832	0.93617	0.763346	0.93617	0.763346	0.87234	0.707555	0.851064	0.694317	0.765957	0.621268	0.93617	0.763346	0.957447	0.780605	0.914894	0.74609	0.765957	0.625287	0.914894	0.74609	0.021277	0.017258	0.021277	0.017258	0.021277	0.017258	0.021277	0.017258	0.021277	0.017258	0.808511	0.659802	0.87234	0.711574	0.829787	0.662909	0.702128	0.573515	0.468085	0.383683
g__Candidatus_Cardinium;	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.333333	0.270366	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.8111	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Carsonella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.5	0.5	0	0	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Chloracidobacterium;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	1	0.8111	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.333333	0.270366	0.333333	0.270366	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	0.333333	0.270366	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0
g__Candidatus_Chloroploca;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Chlorothrix;	0.054545	0.044241	0.054545	0.044241	0.054545	0.044241	0.054545	0.044241	0.054545	0.044241	0.909091	0.740798	0.927273	0.755546	0.872727	0.711303	0.836364	0.68181	0.745455	0.608073	0.563636	0.457165	0.854545	0.696556	0.872727	0.711303	0.854545	0.696556	0.763636	0.62282	0.8	0.652314	0.727273	0.593325	0.872727	0.711303	0.909091	0.740798	0.909091	0.740798	0.854545	0.696556	0.8	0.652314	0.709091	0.575144	0.745455	0.604639	0.745455	0.604639	0.636364	0.516155	0.618182	0.501407	0.854545	0.696556	0.909091	0.740798	0.927273	0.755546	0.836364	0.68181	0.036364	0.029495
g__Candidatus_Cloacamonas;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0	0	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.562317	1	0.8111	1	0.8111	1	0.8111	0.25	0.202775
g__Candidatus_Competibacter;	0.5625	0.446141	0.53125	0.4368	0.53125	0.4368	0.4375	0.354856	0.5	0.411453	0.84375	0.658258	0.9375	0.76631	0.90625	0.740963	0.90625	0.740963	0.90625	0.740963	0.4375	0.354856	0.875	0.709713	0.9375	0.76631	0.96875	0.791657	0.9375	0.76631	0.90625	0.740963	0.78125	0.639575	0.9375	0.71239	0.90625	0.735059	0.84375	0.690269	0.875	0.677701	0.90625	0.740963	0.6875	0.530611	0.71875	0.571963	0.65625	0.532284	0.6875	0.546616	0.6875	0.557631	0.875	0.501643	0.90625	0.703049	0.90625	0.724957	0.90625	0.724957	0.6875	0.563534
g__Candidatus_Contubernalis;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325	0.75	0.608325	1	0.8111	0.75	0.608325	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.25	0.202775	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.25	0.202775
g__Candidatus_Cryptoprodotis;	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.298929	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Candidatus_Curculioniphilus;	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	1	0.76631	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333	0.209023	0.333333	0.209023	0.333333	0.333333	0.333333	0.209023	0.333333	0.333333	0.666667	0.666667	1	1	1	1	1	1	0.333333	0.333333
g__Candidatus_Cyrtobacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Defluviella;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0
g__Candidatus_Desulfamplus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Endobugula;	0.142857	0.115871	0	0	0	0	0.142857	0.115871	0	0	0.857143	0.569482	1	0.8111	1	0.8111	0.857143	0.695229	0.857143	0.695229	0.571429	0.463486	0.857143	0.695229	1	0.8111	1	0.8111	0.714286	0.579357	1	0.8111	1	0.8111	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.857143	0.522604	0.857143	0.522604	0.857143	0.695229	0.857143	0.522604	0.571429	0.463486	1	0.565308	1	0.638475	1	0.8111	0.714286	0.579357	0.285714	0.231743
g__Candidatus_Endoecteinascidia;	0.555556	0.397706	0.555556	0.397706	0.555556	0.4716	0.555556	0.4716	0.444444	0.381477	0.777778	0.651845	1	0.832089	0.888889	0.741966	1	0.832089	1	0.832089	0.333333	0.291355	0.888889	0.741966	1	0.832089	1	0.832089	1	0.832089	1	0.832089	1	0.832089	1	0.832089	0.888889	0.741966	1	0.832089	0.888889	0.741966	1	0.832089	0.333333	0.270366	0.444444	0.360489	0.444444	0.360489	0.444444	0.360489	0.444444	0.360489	0.888889	0.741966	1	0.832089	1	0.832089	0.888889	0.741966	0.555556	0.4716
g__Candidatus_Entotheonella;	0.409091	0.331814	0.431818	0.350248	0.431818	0.350248	0.386364	0.31338	0.386364	0.31338	0.931818	0.755798	0.931818	0.755798	0.954545	0.774231	0.909091	0.737364	0.704545	0.571456	0.090909	0.073736	0.909091	0.737364	0.977273	0.792666	0.954545	0.774231	0.772727	0.626759	0.636364	0.516155	0.818182	0.663627	0.772727	0.626759	0.795455	0.645194	0.772727	0.626759	0.522727	0.423984	0.795455	0.645194	0.909091	0.718929	0.931818	0.737363	0.931818	0.737363	0.954545	0.755797	0.727273	0.571457	0.863636	0.682061	0.954545	0.755797	0.954545	0.755797	0.795455	0.62676	0.431818	0.350248
g__Candidatus_Fervidibacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Fritschea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Gigarickettsia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Glomeribacter;	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	1	0.689224	0.833333	0.770366	0.833333	0.770366	0.833333	0.770366	1	0.937033	0.333333	0.333333	1	0.937033	1	0.937033	0.833333	0.80185	1	0.937033	0.833333	0.80185	0.833333	0.80185	1	0.878286	1	0.937033	1	0.937033	0.833333	0.743102	1	0.937033	0	0	0	0	0	0	0	0	0	0	0.833333	0.738883	0.833333	0.770366	0.833333	0.770366	0.833333	0.770366	0.833333	0.80185
g__Candidatus_Gortzia;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0
g__Candidatus_Halobonum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.719085	1	0.719085	1	0.8111	1	0.719085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Hamiltonella;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.298929	1	0.298929	1	0.8111	1	0.298929	1	0.8111	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0	0
g__Candidatus_Hepatincola;	0.5	0.40555	0.545455	0.442419	0.5	0.40555	0.545455	0.442419	0.545455	0.442419	0.909091	0.714083	0.954545	0.774231	0.954545	0.774231	0.772727	0.626759	0.863636	0.700495	0.681818	0.553023	0.909091	0.737364	0.954545	0.774231	0.954545	0.774231	0.818182	0.663627	0.772727	0.626759	0.818182	0.663627	0.863636	0.700495	0.863636	0.700495	0.818182	0.663627	0.636364	0.516155	0.772727	0.626759	0.318182	0.258077	0.318182	0.258077	0.318182	0.258077	0.318182	0.258077	0.181818	0.147473	0.909091	0.737364	1	0.8111	0.909091	0.737364	0.772727	0.626759	0.636364	0.516155
