id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
g__Desulfatitalea;	0.5	0.40555	0.5	0.313534	0.5	0.40555	0.5	0.40555	0	0	0.5	0.313534	1	0.719085	0.5	0.40555	1	0.719085	1	0.8111	0	0	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0	1	0	1	0.8111	1	0	1	0.8111	1	0.40555	1	0.40555	1	0.8111	1	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555
g__Desulfitibacter;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0	0	1	0.554527	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.875	0.709713	0.875	0.709713	1	0.8111	0.875	0.709713	0.875	0.709713	0.625	0.506938	1	0.8111	1	0.8111	0.875	0.709713	0.75	0.608325	0.625	0.506938
g__Desulfitispora;	0	0	0	0	0	0	0	0	0	0	1	0.458617	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g__Desulfitobacter;	0.380952	0.30899	0.428571	0.347614	0.428571	0.347614	0.380952	0.30899	0.333333	0.270366	0.904762	0.633143	1	0.8111	0.952381	0.772476	0.904762	0.733852	0.809524	0.656605	0.428571	0.347614	0.952381	0.772476	0.952381	0.772476	0.952381	0.772476	0.809524	0.656605	0.761905	0.617981	0.904762	0.733852	0.857143	0.686465	0.952381	0.763712	0.904762	0.733852	0.666667	0.53197	0.904762	0.733852	0.714286	0.579357	0.714286	0.579357	0.714286	0.579357	0.714286	0.579357	0.666667	0.540734	0.904762	0.717067	0.952381	0.755691	0.952381	0.772476	0.714286	0.579357	0.238095	0.193119
g__Desulfob;	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0
g__Desulfobacca;	0.352941	0.276228	0.372549	0.292132	0.372549	0.292132	0.352941	0.276228	0.215686	0.1649	0.960784	0.744773	0.980392	0.775111	1	0.8111	0.921569	0.727399	0.901961	0.731581	0.058824	0.047712	0.941176	0.763388	1	0.8111	0.980392	0.795196	0.882353	0.715677	1	0.8111	0.921569	0.747485	0.882353	0.715677	0.901961	0.731581	0.901961	0.731581	0.901961	0.731581	0.823529	0.667964	0.647059	0.52483	0.666667	0.540734	0.686275	0.556638	0.607843	0.493021	0.568627	0.461213	0.941176	0.753346	0.980392	0.795196	0.980392	0.795196	0.882353	0.715677	0.45098	0.36579
g__Desulfobacter;	0.470588	0.28692	0.470588	0.361609	0.45098	0.36579	0.431373	0.349887	0.019608	0.015904	0.901961	0.612597	0.901961	0.738988	0.921569	0.754892	0.882353	0.719381	0.901961	0.738988	0.058824	0.047712	0.960784	0.733356	0.960784	0.752868	0.941176	0.767091	0.843137	0.657445	0.921569	0.751188	0.764706	0.620253	0.941176	0.763579	0.980392	0.795387	0.980392	0.802604	0.941176	0.753537	0.941176	0.770796	0.843137	0.683868	0.862745	0.699772	0.843137	0.683868	0.843137	0.683868	0.705882	0.572541	0.901961	0.701548	0.980392	0.778911	0.980392	0.782519	0.784314	0.619776	0.627451	0.498883
g__Desulfobacteraceae_Group;	0.386139	0.273347	0.391089	0.297304	0.376238	0.302511	0.376238	0.3016	0.084158	0.068261	0.89604	0.56402	0.955446	0.732254	0.925743	0.72916	0.851485	0.650466	0.79703	0.636526	0.034653	0.028107	0.861386	0.632352	0.910891	0.683911	0.89604	0.702059	0.821782	0.640918	0.821782	0.653079	0.787129	0.634796	0.866337	0.62437	0.90099	0.671059	0.891089	0.702006	0.821782	0.606255	0.846535	0.662224	0.722772	0.549283	0.747525	0.573717	0.747525	0.589919	0.70297	0.5314	0.608911	0.487511	0.910891	0.682614	0.955446	0.734361	0.950495	0.759103	0.866337	0.690842	0.366337	0.297136
g__Desulfobacterium;	0.173913	0.141272	0.173913	0.149274	0.173913	0.149274	0.173913	0.149274	0	0	0.913043	0.522628	0.913043	0.743151	0.869565	0.722154	0.782609	0.651412	0.695652	0.580881	0.086957	0.070531	0.913043	0.684771	1	0.795521	1	0.795521	0.73913	0.599932	0.826087	0.702891	0.73913	0.616146	0.826087	0.670674	0.869565	0.697938	0.869565	0.714152	0.73913	0.608145	0.869565	0.722154	0.652174	0.505398	0.695652	0.556666	0.695652	0.588883	0.652174	0.505398	0.608696	0.518353	0.956522	0.784683	1	0.827949	1	0.835951	1	0.827949	0.391304	0.342026
g__Desulfobacula;	0.575758	0.383967	0.606061	0.448468	0.545455	0.453867	0.545455	0.453867	0.030303	0.024579	0.939394	0.695022	0.969697	0.799622	0.969697	0.809566	0.909091	0.765985	0.909091	0.765985	0	0	0.939394	0.734207	0.969697	0.775515	0.939394	0.756661	0.939394	0.756661	0.969697	0.803842	0.818182	0.686524	0.848485	0.651913	0.909091	0.701071	0.878788	0.724528	0.909091	0.701071	0.909091	0.760408	0.848485	0.657343	0.909091	0.723377	0.878788	0.741406	0.787879	0.613762	0.848485	0.711103	0.848485	0.569502	0.848485	0.650261	0.848485	0.689121	0.848485	0.694698	0.575758	0.467912
g__Desulfobotulus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfobulbaceae_Group;	0.594059	0.433349	0.623762	0.486285	0.613861	0.492436	0.564356	0.452283	0.366337	0.297136	0.930693	0.623608	0.960396	0.725655	0.950495	0.751057	0.920792	0.700425	0.821782	0.655615	0.039604	0.032123	0.950495	0.63561	0.980198	0.72927	0.980198	0.743143	0.920792	0.694959	0.950495	0.749477	0.851485	0.690639	0.910891	0.619443	0.940594	0.643536	0.940594	0.741841	0.930693	0.635504	0.920792	0.727602	0.346535	0.279252	0.356436	0.287283	0.346535	0.281075	0.316832	0.256982	0.306931	0.248952	0.90099	0.558119	0.960396	0.64555	0.950495	0.741552	0.821782	0.638975	0.475248	0.378581
g__Desulfobulbus;	0.482558	0.345027	0.523256	0.419352	0.511628	0.417178	0.488372	0.398315	0.319767	0.260461	0.883721	0.699492	0.953488	0.773544	0.924419	0.756443	0.872093	0.70196	0.889535	0.729218	0.040698	0.03301	0.860465	0.683408	0.953488	0.772503	0.918605	0.749559	0.895349	0.729654	0.883721	0.721264	0.77907	0.637423	0.936047	0.731064	0.953488	0.7435	0.94186	0.76307	0.872093	0.677452	0.895349	0.725346	0.790698	0.628728	0.831395	0.663934	0.819767	0.66728	0.732558	0.58157	0.69186	0.566716	0.912791	0.719577	0.959302	0.755824	0.94186	0.76628	0.802326	0.652063	0.540698	0.436737
g__Desulfocapsa;	0.628788	0.44531	0.674242	0.529579	0.674242	0.54164	0.636364	0.512312	0.416667	0.33939	0.901515	0.613156	0.977273	0.719955	0.94697	0.750155	0.924242	0.696305	0.901515	0.725716	0.030303	0.024579	0.939394	0.591204	0.977273	0.680512	0.931818	0.687233	0.939394	0.690589	0.901515	0.706728	0.840909	0.682135	0.909091	0.65597	0.94697	0.691968	0.924242	0.721621	0.871212	0.624155	0.893939	0.694218	0.136364	0.097504	0.151515	0.105042	0.143939	0.116749	0.143939	0.095239	0.083333	0.067591	0.886364	0.628876	0.977273	0.744327	0.962121	0.773442	0.757576	0.60083	0.568182	0.450001
g__Desulfocella;	0	0	0	0	0	0	0	0	0	0	0.75	0.609542	1	0.952775	1	0.952775	0.75	0.75	0.75	0.702775	0	0	1	0.76631	1	0.952775	1	0.952775	1	0.952775	1	0.952775	0.75	0.702775	1	0.76631	1	0.76631	1	0.90555	1	0.76631	1	0.90555	0.75	0.65555	0.75	0.65555	0.75	0.65555	0.75	0.65555	0.75	0.65555	1	0.76631	1	0.76631	1	0.90555	0.75	0.702775	0.5	0.452775
g__Desulfococcus;	0.562212	0.436285	0.592166	0.469869	0.589862	0.477223	0.5553	0.44919	0.004608	0.002558	0.926267	0.541113	0.960829	0.776176	0.956221	0.774891	0.900922	0.727575	0.866359	0.702852	0.036866	0.029902	0.912442	0.733699	0.949309	0.769181	0.930876	0.755078	0.882488	0.715396	0.882488	0.716691	0.767281	0.62367	0.896313	0.692581	0.956221	0.760276	0.940092	0.762141	0.896313	0.710826	0.870968	0.706922	0.894009	0.705912	0.928571	0.732765	0.912442	0.735074	0.813364	0.643642	0.801843	0.650512	0.907834	0.728999	0.97235	0.780149	0.9447	0.763507	0.875576	0.707532	0.587558	0.47627
g__Desulfofaba;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0	0	0.75	0.609542	1	0.858325	1	0.858325	1	0.858325	1	0.858325	0	0	1	0.858325	1	0.858325	1	0.858325	1	0.858325	0.75	0.608325	1	0.858325	0.75	0.609542	0.75	0.65555	1	0.858325	0.75	0.608325	1	0.858325	0.5	0.452775	0.25	0.202775	0.25	0.202775	0.5	0.452775	0.25	0.202775	1	0.812317	1	0.858325	1	0.858325	0.75	0.608325	0.5	0.40555
g__Desulfofrigus;	0.230769	0.187177	0.230769	0.187177	0.230769	0.187177	0.230769	0.187177	0	0	0.846154	0.686316	0.923077	0.748708	0.923077	0.748708	0.923077	0.748708	0.769231	0.623923	0.076923	0.062392	1	0.8111	1	0.8111	0.923077	0.748708	0.769231	0.623923	0.923077	0.748708	0.769231	0.623923	0.692308	0.561531	0.846154	0.686316	0.846154	0.686316	0.692308	0.561531	0.769231	0.623923	0	0	0	0	0	0	0	0	0	0	0.923077	0.748708	0.923077	0.748708	0.923077	0.748708	0.846154	0.686316	0.461538	0.374353
g__Desulfofustis;	0.2	0.143817	0.2	0.16222	0.2	0.16222	0.2	0.16222	0.2	0.16222	1	0.663875	1	0.792697	1	0.792697	1	0.792697	0.9	0.72999	0	0	0.9	0.711587	1	0.774294	0.9	0.72999	0.9	0.711587	0.8	0.64888	0.9	0.72999	1	0.719084	1	0.719084	1	0.792697	0.9	0.637975	1	0.792697	0	0	0	0	0	0	0	0	0	0	0.9	0.576338	1	0.8111	1	0.8111	1	0.8111	0.1	0.08111
g__Desulfoglaeba;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfohalobiaceae_Group;	0	0	0	0	0	0	0	0	0	0	1	0.634858	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.634858	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.458617	1	0.634858	1	0.8111	1	0.634858	0.5	0.40555	1	0.634858	1	0.8111	1	0.8111	0.5	0.229308	1	0.8111	0.5	0.229308	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555
g__Desulfohalobium;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g__Desulfomicrobiaceae_Group;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.627069	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.627069	1	0.627069	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Desulfomicrobium;	0.487805	0.388653	0.487805	0.388653	0.512195	0.408436	0.414634	0.340917	0.439024	0.365307	0.780488	0.624077	0.902439	0.72748	0.804878	0.648348	0.780488	0.628565	0.731707	0.598095	0.365854	0.301351	0.829268	0.648467	0.97561	0.776142	0.95122	0.780749	0.829268	0.681834	0.804878	0.662051	0.804878	0.662051	0.780488	0.637661	0.902439	0.736575	0.853659	0.701617	0.658537	0.538746	0.804878	0.662051	0.878049	0.696416	0.902439	0.716199	0.878049	0.708908	0.756098	0.597502	0.780488	0.629064	0.902439	0.711591	0.926829	0.731375	0.926829	0.747761	0.829268	0.66863	0.439024	0.365307
g__Desulfomonile;	0.5	0.40555	0.52381	0.424862	0.52381	0.424862	0.47619	0.386238	0.047619	0.038624	0.97619	0.779013	0.952381	0.772476	0.97619	0.791788	0.880952	0.71454	0.928571	0.753164	0.02381	0.019312	0.928571	0.753164	0.928571	0.753164	0.904762	0.733852	0.952381	0.772476	0.761905	0.617981	0.761905	0.617981	0.904762	0.733852	0.97619	0.767399	0.952381	0.772476	0.833333	0.651527	0.952381	0.772476	0.619048	0.465526	0.619048	0.477721	0.595238	0.470603	0.52381	0.388278	0.47619	0.386238	0.952381	0.735892	0.952381	0.772476	0.928571	0.753164	0.880952	0.71454	0.47619	0.386238
g__Desulfonatronobacter;	0.4	0.287634	0.6	0.48666	0.6	0.48666	0.4	0.32444	0	0	0.8	0.538462	0.8	0.584226	0.6	0.52444	0.8	0.649854	0.6	0.52444	0	0	0.8	0.612074	1	0.812074	0.8	0.612074	1	0.812074	1	0.812074	0.8	0.64888	1	0.812074	1	0.812074	1	0.84888	1	0.812074	1	0.84888	1	0.84888	1	0.84888	1	0.84888	1	0.84888	1	0.84888	0.8	0.576242	1	0.812074	1	0.812074	1	0.812074	0.8	0.612074
g__Desulfonatronospira;	0	0	0	0	0	0	0	0	0	0	1	0.751379	1	0.937033	1	0.937033	1	0.937033	1	0.937033	0.666667	0.666667	0.666667	0.6037	1	0.937033	1	0.937033	1	0.937033	1	0.937033	1	0.937033	1	0.937033	1	0.937033	1	0.937033	0.666667	0.666667	1	0.937033	1	0.937033	1	0.937033	1	1	1	0.937033	1	1	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.333333	0.333333
g__Desulfonatronovibrio;	0	0	0	0	0	0	0	0	0	0	0.8	0.64888	0.8	0.64888	0.8	0.64888	0.6	0.48666	0.6	0.48666	0.2	0.16222	0.8	0.68666	0.8	0.68666	0.8	0.68666	0.6	0.48666	0.8	0.68666	0.8	0.68666	0.6	0.48666	0.6	0.48666	0.6	0.48666	0.6	0.48666	0.6	0.48666	1	0.84888	1	0.84888	1	0.84888	0.8	0.68666	0.8	0.64888	1	0.84888	1	0.84888	1	0.84888	0.8	0.68666	0.2	0.2
g__Desulfonatronum;	0.2	0.16222	0.2	0.16222	0.2	0.16222	0.2	0.16222	0.133333	0.108146	0.866667	0.702954	0.933333	0.757026	0.933333	0.757026	0.866667	0.702954	0.8	0.64888	0.466667	0.378514	0.933333	0.757026	0.933333	0.757026	0.933333	0.757026	0.866667	0.702954	0.866667	0.702954	0.8	0.64888	0.933333	0.757026	0.933333	0.757026	0.933333	0.757026	0.866667	0.702954	0.933333	0.757026	0.933333	0.757026	0.933333	0.757026	0.866667	0.702954	0.933333	0.757026	0.866667	0.702954	0.933333	0.757026	1	0.8111	1	0.8111	1	0.8111	0.333333	0.270366
g__Desulfonauticus;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0	0	0.5	0.5	1	0.90555	1	0.90555	1	0.90555	1	0.90555	0	0	1	0.90555	1	0.90555	0.5	0.5	1	0.90555	0.5	0.5	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	0.5	0.5	1	0.90555	1	0.90555	1	0.90555	0.5	0.5	1	0.90555
g__Desulfonema;	0.151515	0.122894	0.151515	0.122894	0.151515	0.122894	0.151515	0.122894	0.030303	0.024579	0.848485	0.444395	1	0.73996	0.909091	0.682954	0.909091	0.681745	0.818182	0.646897	0.060606	0.049158	0.909091	0.700894	0.939394	0.736626	0.909091	0.743088	0.787879	0.644773	0.848485	0.69393	0.787879	0.633619	0.878788	0.701779	0.878788	0.651589	0.878788	0.673896	0.848485	0.6772	0.787879	0.605736	0.727273	0.584314	0.818182	0.641321	0.787879	0.594435	0.636364	0.510578	0.575758	0.461421	0.939394	0.684016	0.969697	0.714172	0.909091	0.698475	0.818182	0.619162	0.151515	0.122894
g__Desulfonispora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfopila;	0.4	0.302551	0.4	0.324635	0.4	0.331996	0.4	0.331996	0.32	0.267108	0.88	0.566543	0.92	0.753963	0.96	0.801324	0.88	0.72888	0.8	0.671548	0	0	0.88	0.662629	1	0.826407	1	0.826407	0.84	0.69663	1	0.826407	0.92	0.76888	0.8	0.553184	0.88	0.625628	0.84	0.683505	0.84	0.600545	0.88	0.708588	0	0	0	0	0	0	0	0	0	0	0.96	0.63482	0.96	0.723349	0.92	0.753963	0.84	0.689075	0.36	0.299552
g__Desulforegula;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.298929	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555
g__Desulforhabdus;	0	0	0	0	0	0	0	0	0	0	1	0.517689	1	0.812723	1	0.812723	1	0.812723	1	0.812723	0.333333	0.270366	1	0.688413	1	0.688413	1	0.688413	1	0.688413	1	0.688413	1	0.688413	1	0.627069	1	0.627069	1	0.627069	0.666667	0.418046	1	0.627069	0.666667	0.418046	0.666667	0.418046	0.666667	0.6037	0.666667	0.418046	0.666667	0.6037	0.666667	0.6037	1	0.812723	1	0.874067	1	0.874067	0	0
g__Desulforhopalus;	0.5	0.344207	0.5	0.346424	0.5	0.385102	0.5	0.40582	0.444444	0.370983	1	0.668235	0.944444	0.766309	0.944444	0.766309	0.888889	0.711024	0.777778	0.64135	0.111111	0.090122	0.833333	0.645245	0.888889	0.70053	0.944444	0.766309	0.777778	0.631126	0.944444	0.766309	0.777778	0.64135	0.722222	0.485773	0.888889	0.620957	0.888889	0.721248	0.777778	0.52061	0.833333	0.676187	0.055556	0.055556	0.055556	0.055556	0.055556	0.055556	0.055556	0.055556	0.055556	0.055556	0.833333	0.560153	0.944444	0.632046	0.944444	0.766309	0.944444	0.756085	0.5	0.40555
g__Desulforudaceae_Group;	0	0	0	0	0	0	0	0	0	0	1	0.555014	1	0.555014	1	0.8111	1	0.555014	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.555014	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555
g__Desulforudis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfosalsimonas;	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0	0	1	0.408309	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.749756	1	0.749756	0.666667	0.540734	1	0.749756	1	0.749756	1	0.8111	1	0.749756	1	0.749756	1	0.8111	1	0.749756	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.688413	1	0.749756	1	0.8111	1	0.8111	0.666667	0.540734
g__Desulfosarcina;	0.724138	0.568311	0.758621	0.583588	0.758621	0.597656	0.689655	0.559379	0.034483	0.010308	0.862069	0.51986	0.931034	0.755162	0.965517	0.783131	0.965517	0.783131	0.931034	0.755162	0	0	0.931034	0.724809	0.965517	0.776784	1	0.804754	0.931034	0.748816	0.931034	0.748816	0.896552	0.727193	0.965517	0.770439	0.965517	0.764093	0.931034	0.748816	0.896552	0.714502	0.931034	0.748816	0.827586	0.614142	0.862069	0.648457	0.827586	0.645871	0.896552	0.663734	0.827586	0.652217	0.862069	0.699224	0.931034	0.613874	0.931034	0.649195	0.862069	0.593258	0.551724	0.429842
g__Desulfospira;	1	0.627069	1	0.8111	1	0.8111	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	0	0	0	0
g__Desulfosporosinus;	0.4	0.382967	0.427907	0.423632	0.423256	0.421499	0.362791	0.361034	0.074419	0.072662	0.893023	0.83835	0.944186	0.925713	0.939535	0.930749	0.897674	0.885609	0.893023	0.884237	0.167442	0.163049	0.902326	0.837558	0.953488	0.914435	0.925581	0.890374	0.902326	0.865479	0.846512	0.838605	0.739535	0.72987	0.902326	0.710333	0.939535	0.774226	0.925581	0.913399	0.860465	0.685202	0.874419	0.859718	0.851163	0.815824	0.934884	0.906714	0.902326	0.892661	0.837209	0.799352	0.744186	0.738036	0.948837	0.851706	0.981395	0.913258	0.962791	0.952271	0.804651	0.795009	0.474419	0.472662
g__Desulfotalea;	0.777778	0.610408	0.777778	0.630856	0.777778	0.630856	0.555556	0.450611	0.666667	0.540734	0.888889	0.659634	1	0.8111	1	0.8111	0.888889	0.720978	0.888889	0.720978	0	0	1	0.770204	1	0.8111	1	0.8111	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.777778	0.610408	0.888889	0.720978	0	0	0	0	0	0	0	0	0	0	1	0.729308	1	0.8111	1	0.8111	0.777778	0.630856	0.333333	0.270366
g__Desulfothermus;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	0.5	0.5	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	0.5	0.5	1	0.90555	1	0.90555	0.5	0.5	1	0.90555	0.5	0.40555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	0.5	0.40555
g__Desulfotignum;	0.352941	0.253795	0.411765	0.333983	0.411765	0.333983	0.294118	0.238559	0	0	0.882353	0.585772	0.941176	0.763388	0.882353	0.715677	0.882353	0.715677	0.705882	0.572541	0	0	0.764706	0.620253	0.941176	0.763388	0.941176	0.763388	0.823529	0.667964	0.882353	0.715677	0.764706	0.620253	0.882353	0.715677	0.882353	0.715677	0.882353	0.715677	0.882353	0.715677	0.823529	0.667964	0.941176	0.763388	1	0.8111	1	0.8111	0.941176	0.763388	0.941176	0.763388	1	0.8111	1	0.8111	0.941176	0.763388	0.882353	0.715677	0.294118	0.238559
g__Desulfotomaculum;	0.72449	0.546344	0.741497	0.592639	0.731293	0.593795	0.62585	0.50827	0.360544	0.29308	0.887755	0.636763	0.945578	0.739373	0.931973	0.75594	0.863946	0.678745	0.85034	0.689727	0.547619	0.445459	0.894558	0.658956	0.935374	0.716641	0.928571	0.740846	0.840136	0.666093	0.880952	0.713428	0.765306	0.622025	0.867347	0.578188	0.914966	0.627751	0.901361	0.729491	0.853741	0.579652	0.860544	0.698646	0.823129	0.600553	0.833333	0.644532	0.826531	0.669929	0.765306	0.568285	0.629252	0.511115	0.921769	0.665816	0.952381	0.712123	0.94898	0.760424	0.765306	0.611447	0.676871	0.547341
g__Desulfotomaculum_Desulfovirgula;	0.484848	0.39326	0.484848	0.39326	0.484848	0.39326	0.30303	0.245788	0.272727	0.221209	0.878788	0.690951	0.969697	0.786521	0.939394	0.761942	0.848485	0.688206	0.818182	0.663627	0.69697	0.565312	0.909091	0.737364	0.939394	0.761942	0.909091	0.737364	0.818182	0.663627	0.878788	0.712785	0.757576	0.61447	0.878788	0.701631	0.909091	0.731787	0.909091	0.737364	0.878788	0.707208	0.69697	0.565312	0.727273	0.589891	0.787879	0.639049	0.757576	0.61447	0.575758	0.466997	0.606061	0.491576	0.909091	0.731787	0.939394	0.756366	0.939394	0.761942	0.727273	0.589891	0.363636	0.294945
g__Desulfovermiculus;	0.123288	0.092983	0.150685	0.115205	0.136986	0.108588	0.123288	0.099999	0.068493	0.055555	0.890411	0.719692	0.931507	0.755545	0.931507	0.755545	0.794521	0.644436	0.753425	0.611103	0.315068	0.255552	0.821918	0.661616	0.863014	0.69747	0.863014	0.699991	0.726027	0.58888	0.671233	0.544437	0.657534	0.533326	0.808219	0.630804	0.835616	0.653026	0.808219	0.655546	0.657534	0.508583	0.767123	0.622213	0.780822	0.633325	0.808219	0.655546	0.767123	0.622213	0.739726	0.599992	0.616438	0.499993	0.917808	0.717171	0.917808	0.717171	0.90411	0.730803	0.753425	0.603753	0.09589	0.075255
g__Desulfovibrio;	0.305164	0.247658	0.309859	0.256732	0.302817	0.264239	0.298122	0.259987	0.258216	0.225846	0.901408	0.683845	0.93662	0.801957	0.92723	0.793792	0.877934	0.751265	0.821596	0.702769	0.50939	0.439328	0.903756	0.770588	0.950704	0.813742	0.934272	0.801278	0.866197	0.741185	0.882629	0.755831	0.788732	0.677011	0.899061	0.761139	0.93662	0.79382	0.934272	0.796714	0.802817	0.679084	0.875587	0.745146	0.868545	0.731837	0.922535	0.77656	0.910798	0.777383	0.819249	0.689192	0.744131	0.63521	0.92723	0.783788	0.957746	0.81093	0.941315	0.8058	0.79108	0.675704	0.300469	0.257911
