id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
g__Aciditerrimonas;	0.666667	0.423239	0.666667	0.423239	0.666667	0.540734	0.666667	0.540734	0.333333	0.270366	1	0.640376	1	0.8111	1	0.8111	0.333333	0.270366	1	0.8111	1	0.8111	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.640376	1	0.640376	1	0.8111	1	0.640376	1	0.8111	1	0.640376	1	0.640376	1	0.8111	1	0.8111	1	0.8111
g__Acidithiobacillus;	0.3	0.204203	0.3	0.217721	0.3	0.209185	0.283333	0.212739	0.25	0.202775	0.833333	0.641771	0.9	0.712918	0.866667	0.702954	0.85	0.689435	0.783333	0.635361	0.4	0.32444	0.883333	0.699399	0.916667	0.734973	0.866667	0.702954	0.8	0.64888	0.716667	0.581289	0.766667	0.621844	0.833333	0.675916	0.866667	0.702954	0.866667	0.702954	0.716667	0.581289	0.766667	0.621844	0.683333	0.529649	0.716667	0.556686	0.666667	0.516131	0.633333	0.500178	0.466667	0.378514	0.866667	0.639224	0.95	0.715352	0.966667	0.755907	0.7	0.526095	0.4	0.315904
g__Acidithrix;	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.75	0.75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0.824732	0.5	0.324732	0.5	0.324732
g__Acidobacterium;	0.333333	0.152872	0.333333	0.270366	0.333333	0.270366	0	0	0.333333	0.270366	1	0.688413	1	0.749756	1	0.8111	1	0.749756	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.47939	1	0.688413	1	0.8111	0.666667	0.47939	1	0.8111	0.666667	0.418046	0.666667	0.418046	0.666667	0.540734	0.666667	0.418046	0.333333	0.270366	1	0.749756	1	0.749756	1	0.8111	0.666667	0.540734	0.666667	0.540734
g__Acidocella;	0	0	0	0	0	0	0	0	0	0	0.9	0.67478	0.9	0.711587	0.9	0.72999	0.9	0.711587	0.8	0.64888	0.8	0.64888	1	0.792697	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.9	0.72999	1	0.8111	1	0.8111	0.9	0.72999	0.9	0.72999	1	0.8111	0.1	0.08111	0.1	0.08111	0.1	0.08111	0.1	0.08111	0	0	1	0.690263	1	0.792697	1	0.792697	0.7	0.549367	0.5	0.40555
g__Acidomonas;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidothermus;	0.290909	0.152147	0.290909	0.223865	0.290909	0.235956	0.236364	0.191715	0.272727	0.221209	0.818182	0.423263	0.836364	0.678375	0.836364	0.678375	0.781818	0.634133	0.745455	0.604639	0.618182	0.501407	0.909091	0.725272	0.927273	0.752111	0.872727	0.707869	0.854545	0.693121	0.854545	0.693121	0.818182	0.663627	0.909091	0.700486	0.927273	0.715234	0.927273	0.752111	0.890909	0.685739	0.872727	0.707869	0.727273	0.547207	0.818182	0.620944	0.781818	0.62482	0.763636	0.576701	0.418182	0.329875	0.890909	0.56022	0.963636	0.705674	0.981818	0.78704	0.6	0.477348	0.381818	0.309693
g__Acidovorax;	0.232877	0.174354	0.246575	0.188653	0.246575	0.196216	0.239726	0.1894	0.226027	0.18333	0.732877	0.521328	0.760274	0.585146	0.746575	0.591682	0.657534	0.524502	0.609589	0.491916	0.280822	0.226514	0.80137	0.545371	0.828767	0.608162	0.80137	0.624028	0.732877	0.565165	0.705479	0.564651	0.623288	0.501767	0.828767	0.63033	0.876712	0.67388	0.863014	0.664804	0.719178	0.54433	0.753425	0.57707	0.013699	0.011111	0.013699	0.011111	0.013699	0.011111	0.006849	0.005555	0	0	0.80137	0.575296	0.842466	0.627836	0.835616	0.646443	0.541096	0.391531	0.328767	0.246168
g__Acinetobacter;	0.241036	0.162763	0.25498	0.185042	0.247012	0.196695	0.241036	0.190657	0.213147	0.172884	0.778884	0.567457	0.818725	0.626954	0.812749	0.655855	0.693227	0.534091	0.675299	0.545099	0.231076	0.187426	0.798805	0.636849	0.832669	0.665703	0.826693	0.667161	0.713147	0.574044	0.709163	0.572853	0.609562	0.494416	0.810757	0.646677	0.856574	0.687496	0.844622	0.678535	0.768924	0.615382	0.685259	0.548908	0.743028	0.565054	0.780876	0.592092	0.756972	0.592671	0.655378	0.494173	0.513944	0.399426	0.788845	0.582081	0.848606	0.620017	0.834661	0.640776	0.571713	0.429759	0.250996	0.196327
g__Acrophormium_PCC-7375;	0.75	0.562317	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.5	0.40555	0.5	0.40555	1	0.8111	0.75	0.608325	0.75	0.608325	0.5	0.40555	0.5	0.40555	0	0	0	0	0	0	0	0	0	0	0.25	0.202775	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.25	0.202775
g__Actibacter;	0.625	0.46093	0.625	0.506938	0.5	0.40555	0.625	0.506938	0.5	0.40555	0.75	0.493306	0.75	0.608325	0.75	0.608325	0.625	0.506938	0.625	0.506938	0.625	0.506938	0.75	0.539314	0.75	0.585321	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.875	0.709713	1	0.8111	1	0.8111	0.75	0.608325	0.75	0.608325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actibacterium;	0.583333	0.411798	0.583333	0.473141	0.583333	0.473141	0.5	0.40555	0.583333	0.473141	0.916667	0.636157	1	0.780428	1	0.8111	0.916667	0.712837	0.833333	0.675916	0.583333	0.473141	0.916667	0.636157	0.916667	0.666829	0.833333	0.629909	0.75	0.562317	0.75	0.608325	0.583333	0.473141	0.833333	0.553229	0.833333	0.568565	0.75	0.608325	0.833333	0.568565	0.833333	0.675916	0	0	0	0	0	0	0	0	0	0	1	0.682165	1	0.712836	0.916667	0.728173	0.916667	0.728173	0.666667	0.540734
g__Actimicrobium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinoallomurus;	0.25	0.074732	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.75	0.480282	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0.5	0.40555	0.75	0.608325	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	0.75	0.224197	1	0.426972	0.75	0.608325	0.75	0.224197	0.75	0.608325	0.75	0.40555	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325
g__Actinoalloteichus;	1	0.298929	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.298929	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.719085	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.555014	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Actinobacillus;	0.276596	0.223581	0.297872	0.297872	0.297872	0.297872	0.297872	0.297872	0.191489	0.191489	0.851064	0.811391	0.93617	0.928235	0.93617	0.928235	0.851064	0.835194	0.808511	0.808511	0.404255	0.404255	0.829787	0.742505	0.893617	0.83014	0.87234	0.848536	0.829787	0.805983	0.744681	0.736746	0.808511	0.800576	0.851064	0.747912	0.914894	0.819677	0.893617	0.885683	0.744681	0.649465	0.893617	0.885683	0.914894	0.784706	0.914894	0.784706	0.893617	0.885683	0.851064	0.742153	0.489362	0.489362	0.808511	0.474632	0.914894	0.692412	0.851064	0.851064	0.531915	0.531915	0.319149	0.319149
g__Actinobaculum;	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0.627069	1	0.627069	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g__Actinocatenispora;	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Actinocorallia;	0.5	0.149465	0.5	0.40555	0.5	0.40555	0.5	0.40555	0	0	1	0.298929	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	0	0	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.719085	1	0.8111	1	0.719085	1	0.8111	1	0.627069	1	0.627069	1	0.8111	1	0.627069	0.5	0.40555	1	0.40555	1	0.719085	1	0.8111	1	0.8111	0.5	0.40555
g__Actinokineospora;	0.5	0.237098	0.5	0.5	0.5	0.5	0.5	0.5	0.375	0.375	0.75	0.265214	1	0.824732	1	1	0.75	0.662366	0.875	0.875	0.75	0.75	0.75	0.516918	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.75	0.75	0.875	0.828384	1	0.953384	1	1	1	0.953384	1	1	0.625	0.578384	0.875	0.828384	0.875	0.875	0.625	0.578384	0.625	0.625	1	0.4815	1	0.569133	1	1	0.625	0.625	0.25	0.25
g__Actinomadura;	0.132075	0.049145	0.132075	0.097463	0.132075	0.107126	0.132075	0.107126	0.132075	0.107126	0.830189	0.386012	0.90566	0.724917	0.886792	0.719277	0.849057	0.679006	0.735849	0.596847	0.509434	0.413202	0.924528	0.730557	0.924528	0.740221	0.886792	0.719277	0.811321	0.658062	0.830189	0.673366	0.698113	0.566239	0.811321	0.638735	0.867925	0.684647	0.830189	0.673366	0.867925	0.684647	0.830189	0.673366	0.924528	0.68178	1	0.742995	0.962264	0.761165	0.886792	0.651172	0.679245	0.550936	0.867925	0.668333	0.962264	0.74757	0.943396	0.726534	0.622642	0.495362	0.320755	0.260164
g__Actinomyces;	0.225434	0.166319	0.248555	0.188033	0.242775	0.196915	0.219653	0.178161	0.17341	0.140653	0.739884	0.526107	0.763006	0.615914	0.751445	0.609497	0.66474	0.53621	0.676301	0.548548	0.33526	0.271929	0.774566	0.613448	0.809249	0.641579	0.803468	0.648732	0.745665	0.601849	0.722543	0.586055	0.682081	0.553236	0.867052	0.664779	0.930636	0.718249	0.907514	0.724242	0.855491	0.657299	0.82659	0.652684	0.791908	0.589438	0.867052	0.64553	0.855491	0.652683	0.768786	0.562866	0.537572	0.416038	0.855491	0.596529	0.895954	0.623816	0.884393	0.649723	0.578035	0.402964	0.289017	0.231461
g__Actinomycetospora;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.333333	0.270366	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.333333	0.270366	0.666667	0.540734	1	0.8111	1	0.8111	0.333333	0.270366	0.333333	0.270366
g__Actinophytocola;	0.045455	0.013588	0.045455	0.036869	0.045455	0.036869	0.045455	0.036869	0.045455	0.036869	0.863636	0.36762	1	0.75759	0.909091	0.737364	0.909091	0.683854	0.818182	0.663627	0.772727	0.626759	0.909091	0.728998	0.954545	0.765867	0.954545	0.774231	0.863636	0.700495	0.954545	0.774231	0.818182	0.663627	0.954545	0.737363	0.954545	0.737363	0.954545	0.727671	0.954545	0.737363	0.954545	0.727671	0.818182	0.548553	0.863636	0.617066	0.863636	0.69213	0.818182	0.548553	0.363636	0.294945	0.863636	0.468619	0.909091	0.678808	0.909091	0.700496	0.363636	0.294945	0.227273	0.184341
g__Actinoplanes;	0.142857	0.080331	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	1	0.649638	1	0.73223	1	0.8111	1	0.73223	0.821429	0.666261	0.892857	0.724196	0.857143	0.629503	1	0.804527	1	0.804527	0.928571	0.746592	1	0.804527	0.857143	0.695229	0.928571	0.674294	0.928571	0.680866	0.892857	0.711052	0.928571	0.674294	0.928571	0.726874	0.785714	0.572993	0.857143	0.630929	0.785714	0.637293	0.821429	0.595389	0.678571	0.550389	0.964286	0.597406	0.964286	0.661531	1	0.804527	0.857143	0.695229	0.5	0.40555
g__Actinopolymorpha;	0.25	0.074732	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.75	0.224197	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	0.5	0.40555	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.25	0.202775	0.25	0.202775	0.5	0.40555	0.5	0.40555	0.25	0.202775	1	0.722979	1	0.8111	1	0.8111	0.5	0.40555	0.25	0.202775
g__Actinopolyspora;	0.2	0.2	0.6	0.6	0.6	0.6	0.2	0.2	0.4	0.4	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.2	0.2	0.2	0.2	1	1	1	1	1	1	0.6	0.6	0.8	0.8	0.8	0.8	0.6	0.6	0.8	0.8	0.8	0.8	0.6	0.6	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.6	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8
g__Actinorectispora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinorhabdospora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinorugispora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinospica;	0.111111	0.090122	0	0	0.111111	0.090122	0	0	0.111111	0.090122	0.333333	0.156551	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.111111	0.090122	1	0.8111	1	0.8111	0.888889	0.720978	1	0.8111	0.888889	0.720978	1	0.8111	0.888889	0.720978	1	0.8111	1	0.8111	0.888889	0.720978	1	0.8111	0.555556	0.450611	0.555556	0.450611	0.555556	0.450611	0.555556	0.450611	0.444444	0.360489	0.666667	0.540734	0.888889	0.720978	0.777778	0.630856	0.777778	0.630856	0.222222	0.180244
g__Actinotalea;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.572785	1	0.666991	1	0.8111	0.833333	0.531807	1	0.8111	0.333333	0.270366	0.833333	0.617169	1	0.8111	0.833333	0.675916	0.833333	0.675916	1	0.8111	0.5	0.40555	1	0.576111	1	0.576111	1	0.8111	1	0.576111	0.666667	0.540734	0.833333	0.590555	0.833333	0.590555	0.833333	0.675916	0.833333	0.590555	0.666667	0.540734	0.666667	0.455372	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734
g__Actinotignum;	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.688413	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111
g__Acuticoccus;	0.2	0.059786	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.8	0.239143	0.8	0.8	0.6	0.6	0.8	0.8	0.8	0.8	0.4	0.4	1	0.859786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0.579357	1	1	0.8	0.8	1	1	0.4	0.4
g__Adhaeribacter;	0.396226	0.321379	0.415094	0.336683	0.415094	0.336683	0.377358	0.306075	0.358491	0.290772	0.924528	0.729638	0.962264	0.780492	0.962264	0.780492	0.943396	0.765188	0.849057	0.68867	0.566038	0.459113	0.943396	0.765188	1	0.8111	1	0.8111	0.867925	0.703974	0.943396	0.765188	0.886792	0.719277	0.867925	0.703974	0.90566	0.734581	0.867925	0.703974	0.773585	0.627455	0.849057	0.68867	0.018868	0	0.018868	0.015304	0	0	0.018868	0	0	0	0.830189	0.586431	0.924528	0.735995	0.867925	0.703974	0.735849	0.596847	0.622642	0.505025
g__Adlercreutzia;	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.719085	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.542843	1	0.542843	1	0.542843	1	0.542843	1	0.542843	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.719085	1	0.627069	0.5	0.40555
g__ADurb.Bin063-1;	0.378378	0.301929	0.378378	0.306902	0.378378	0.306902	0	0	0	0	0.972973	0.620069	1	0.789178	0.972973	0.789178	0.972973	0.767256	0.945946	0.767257	0.486486	0.394589	0.891892	0.658754	1	0.8111	1	0.8111	0.945946	0.767257	0.972973	0.789178	0.864865	0.701492	0.945946	0.730414	1	0.774257	0.972973	0.769283	0.945946	0.735388	0.891892	0.708492	0.945946	0.579594	0.945946	0.628911	0.918919	0.723413	0.891892	0.540725	0.837838	0.67957	0.864865	0.558146	0.945946	0.623911	0.945946	0.767257	0.810811	0.657649	0.459459	0.372667
g__ADurb.Bin063-2;	0.4	0.3	0.4	0.3	0.4	0.4	0	0	0.4	0.4	0.9	0.750828	1	1	1	1	1	1	0.8	0.8	0.7	0.7	0.8	0.8	1	1	0.9	0.9	0.7	0.7	1	1	0	0	0.6	0.6	0.7	0.7	0.7	0.7	0.7	0.7	0	0	0.8	0.8	1	1	1	1	0	0	0.2	0.2	0.8	0.8	0.8	0.8	0.8	0.8	0.2	0.2	0.1	0.1
g__ADurb.Bin120;	0.529412	0.418581	0.529412	0.418581	0.529412	0.429406	0	0	0.529412	0.429406	0.882353	0.704851	0.882353	0.704851	0.882353	0.715677	0.764706	0.609428	0.058824	0.047712	0.529412	0.429406	0.588235	0.477117	0.705882	0.572541	0.764706	0.620253	0.058824	0.047712	0.647059	0.52483	0.647059	0.52483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058824	0.047712	0.058824	0.047712	0.058824	0.047712	0.058824	0.047712	0.058824	0.047712
g__Advenella;	0.428571	0.347614	0.571429	0.347615	0.571429	0.347615	0.571429	0.347615	0.571429	0.463486	1	0.705939	1	0.75852	1	0.75852	0.714286	0.526777	0.857143	0.695229	0.571429	0.463486	0.714286	0.447907	0.714286	0.500487	0.714286	0.553067	0.571429	0.437196	0.428571	0.347614	0.571429	0.463486	0.428571	0.347614	0.571429	0.463486	0.714286	0.579357	0.428571	0.347614	0.857143	0.695229	0	0	0	0	0	0	0	0	0	0	1	0.312422	1	0.710391	1	0.8111	0.714286	0.579357	0.714286	0.579357
g__Aequorivita;	0.411765	0.286271	0.470588	0.333982	0.352941	0.28627	0.235294	0.190847	0.352941	0.28627	0.823529	0.592187	0.823529	0.646314	0.764706	0.620253	0.764706	0.598603	0.705882	0.572541	0.411765	0.333983	0.823529	0.635489	0.882353	0.715677	0.882353	0.715677	0.705882	0.572541	0.882353	0.715677	0.647059	0.52483	0.823529	0.646314	0.882353	0.694026	0.823529	0.667964	0.823529	0.646314	0.764706	0.620253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Aeribacillus;	0	0	0.125	0.101388	0.125	0.101388	0.125	0.101388	0.125	0.101388	0.875	0.594693	0.875	0.686709	0.875	0.709713	0.75	0.585321	0.75	0.608325	0	0	0.625	0.483934	0.75	0.585321	0.75	0.608325	0.625	0.506938	0.75	0.608325	0.5	0.40555	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.75	0.608325	0.625	0.506938	1	0.788096	1	0.788096	1	0.788096	0.75	0.585321	0.5	0.382546	0.625	0.506938	0.75	0.585321	0.75	0.585321	0.5	0.382546	0.375	0.304163
g__Aeriscardovia;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	1	0.442064	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555
g__Aerococcus;	0.206897	0.144881	0.206897	0.167814	0.206897	0.167814	0.206897	0.167814	0.172414	0.139845	0.758621	0.445825	0.793103	0.643286	0.793103	0.643286	0.689655	0.559379	0.689655	0.559379	0.241379	0.195783	0.793103	0.595809	0.793103	0.595809	0.793103	0.625625	0.689655	0.541718	0.724138	0.569687	0.62069	0.485781	0.862069	0.651747	0.931034	0.695531	0.931034	0.737501	0.862069	0.669409	0.827586	0.629285	0.931034	0.648288	0.965517	0.678105	0.931034	0.737501	0.862069	0.592351	0.482759	0.391566	0.931034	0.656314	0.965517	0.737501	0.965517	0.737501	0.517241	0.401873	0.241379	0.195783
g__Aeromicrobium;	0.238095	0.142764	0.238095	0.16873	0.238095	0.193119	0.190476	0.154495	0.238095	0.193119	0.904762	0.709464	0.952381	0.748087	0.952381	0.748087	0.904762	0.709464	0.761905	0.617981	0.52381	0.424862	0.952381	0.721797	0.952381	0.721797	0.952381	0.75495	0.857143	0.677702	0.809524	0.656605	0.714286	0.579357	0.904762	0.67441	0.904762	0.67441	0.904762	0.733852	0.809524	0.597162	0.857143	0.695229	0.904762	0.716325	0.952381	0.75495	0.952381	0.772476	0.714286	0.570594	0.47619	0.386238	0.809524	0.504567	0.857143	0.677702	0.857143	0.695229	0.47619	0.386238	0.285714	0.231743
g__Aeromonas;	0.220339	0.148433	0.225989	0.13836	0.225989	0.171841	0.225989	0.173832	0.214689	0.172143	0.847458	0.347955	0.881356	0.677289	0.875706	0.695817	0.774011	0.592213	0.661017	0.521683	0.322034	0.258308	0.847458	0.655544	0.864407	0.671095	0.853107	0.678389	0.689266	0.534826	0.723164	0.569197	0.649718	0.506731	0.79661	0.615203	0.824859	0.641009	0.824859	0.663256	0.734463	0.567689	0.694915	0.554965	0.813559	0.555707	0.887006	0.606115	0.864407	0.692439	0.723164	0.482388	0.621469	0.498286	0.774011	0.607061	0.858757	0.664565	0.841808	0.607897	0.661017	0.471969	0.19774	0.160387
g__Aerosakkonema_Lao26;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Aerosphaera;	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	1	0.514768	1	0.514768	1	0.693606	1	0.514768	1	0.8111	0.666667	0.540734	1	0.688413	1	0.576111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	0.333333	0.209023	1	0.688413	1	0.749756	0.666667	0.418046	1	0.749756	1	0.589419	1	0.589419	1	0.749756	0.666667	0.319052	1	0.749756	1	0.749756	1	0.749756	1	0.749756	1	0.749756	0.333333	0.270366
g__Aestuariibacter;	0.458333	0.312074	0.5	0.40555	0.458333	0.371754	0.458333	0.371754	0.375	0.304163	0.75	0.524626	0.958333	0.738964	0.916667	0.735841	0.791667	0.619117	0.875	0.709713	0.166667	0.135184	0.916667	0.67616	0.958333	0.73296	0.958333	0.769636	0.833333	0.675916	0.875	0.709713	0.75	0.608325	0.833333	0.660581	0.916667	0.720505	0.916667	0.735841	0.833333	0.660581	0.875	0.709713	0.916667	0.599115	0.958333	0.723629	0.958333	0.761968	0.916667	0.585443	0.666667	0.525398	0.916667	0.666829	0.916667	0.712837	0.916667	0.728173	0.75	0.592989	0.458333	0.337958
g__Aestuariibaculum;	1	1	1	1	1	1	1	1	1	1	1	0.813535	1	1	1	1	1	1	1	1	0.5	0.5	1	0.627069	1	0.813535	1	1	1	1	1	1	1	1	1	0.813535	1	0.813535	1	0.813535	0.5	0.5	0.5	0.313534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Aestuariicella;	0.272727	0.187749	0.272727	0.130743	0.272727	0.221209	0.181818	0.147473	0.363636	0.294945	1	0.562184	1	0.750641	0.818182	0.663627	1	0.750641	0.727273	0.589891	0.545455	0.442419	1	0.79437	1	0.8111	1	0.8111	0.909091	0.737364	1	0.8111	0.909091	0.737364	0.909091	0.690803	0.909091	0.690803	0.909091	0.737364	0.909091	0.690803	0.909091	0.737364	0.909091	0.546694	1	0.6037	1	0.8111	1	0.6037	0.636364	0.516155	1	0.589183	1	0.779056	0.909091	0.737364	0.818182	0.663627	0.454545	0.368681
